,Attrition,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research_Development,Department_Sales,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
2236,0,42,8,3,2,66510,0.0,20,0,10.0,5,9,4,2,4,3,1.0,2.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0.5545606688282085,0.004448573648746392,0.029826902626603,-1.077717311672973,1.3443875676173946,-0.16541221650888138,1.7158064670743813,0.3235515883389218,0.5624762514330971,-0.5978432097090922,1.6281804499110304,-0.0377479481323154,-1.8369261504719565,-1.1477655358826173,-0.020445992876466822
2055,0,39,2,4,2,26100,7.0,12,0,9.0,2,4,2,2,3,2,4.0,4.0,4.0,0,1,0,1,0,1,0,0,0,0,0,0,0.22643276295222592,-0.8389620245449556,-0.8278715957625504,1.7286819059626808,-0.5777042559274024,-0.2938091118409501,-0.6175106625481307,-0.49268082769790356,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,-1.204968430023692,0.9869564153636615,0.9580522241664822,1.0722787375213743
3450,0,22,6,3,3,108510,1.0,13,1,1.0,2,1,0,0,3,3,4.0,3.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,-1.6329587036783422,-0.27668829241582094,0.9212730034022635,-0.6768031377250224,-0.3374427779843027,-1.3209842744974998,-0.6175106625481307,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-0.0377479481323154,0.9869564153636615,-0.0948566558580675,1.0722787375213743
4201,1,33,1,2,1,62140,1.0,15,2,14.0,3,13,3,8,2,3,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,-0.4298230487997393,-0.9795304575772393,-0.06292594166838834,-0.6768031377250224,0.14308017790189648,0.34817536481939343,0.16026171399270664,0.9765375211683821,0.2512992939310042,1.0867282297554297,-1.5482022304246392,-0.0377479481323154,-1.8369261504719565,-2.2006744159071667,-2.205895453672149
1376,0,26,7,4,3,26930,5.0,17,3,8.0,3,0,0,0,3,4,3.0,4.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,-1.1954548291770322,-0.13611985938353727,-0.8102549228186504,0.9268535580667796,0.6236031337880957,-0.42220600717301876,0.16026171399270664,-1.1456667605273638,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,1.1294725337590612,0.04566222675178887,0.9580522241664822,1.0722787375213743
2307,0,51,1,3,1,20730,3.0,14,1,23.0,4,13,12,8,3,3,4.0,4.0,3.0,1,0,1,0,0,0,0,0,0,0,1,0,1.5389443864561565,-0.9795304575772393,-0.9418493472188669,0.1250252101708786,-0.09718130004120312,1.5037474228080117,0.938034090533544,0.9765375211683821,3.051891911449841,1.0867282297554297,0.03998910974319561,-0.0377479481323154,0.9869564153636615,0.9580522241664822,-0.020445992876466822
3874,1,30,4,2,2,28620,5.0,12,0,9.0,2,6,0,1,3,4,1.0,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,-0.7579509546757219,-0.5578251584803883,-0.7743848297160107,0.9268535580667796,-0.5777042559274024,-0.2938091118409501,-0.6175106625481307,-0.16618786128317342,-0.6822315785752746,-0.8786051162865125,0.03998910974319561,1.1294725337590612,-1.8369261504719565,-0.0948566558580675,-0.020445992876466822
3098,0,28,4,1,2,25590,1.0,11,0,8.0,3,8,1,7,3,3,3.0,2.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,-0.976702891926377,-0.5578251584803883,-0.8386962984148263,-0.6768031377250224,-0.817965733870502,-0.42220600717301876,0.16026171399270664,0.1603051051315567,-0.3710546210731817,0.8059663231780094,0.03998910974319561,-0.0377479481323154,0.04566222675178887,-1.1477655358826173,1.0722787375213743
148,0,30,2,3,1,48500,0.0,12,1,4.0,4,3,1,2,3,3,2.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,-0.7579509546757219,-0.8389620245449556,-0.35243367534886477,-1.077717311672973,-0.5777042559274024,-0.9357935885012936,0.938034090533544,-0.6559273109052687,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,-0.8956319618600838,0.9580522241664822,-0.020445992876466822
541,0,30,2,4,1,20960,7.0,11,3,10.0,2,8,1,7,3,4,4.0,4.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,-0.7579509546757219,-0.8389620245449556,-0.9369676185717621,1.7286819059626808,-0.817965733870502,-0.16541221650888138,-0.6175106625481307,0.1603051051315567,-0.3710546210731817,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,1.0722787375213743
1966,0,50,2,2,3,43770,5.0,12,1,19.0,2,14,1,11,3,4,4.0,2.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,1.4295684178308288,-0.8389620245449556,-0.4528274862219332,0.9268535580667796,-0.5777042559274024,0.9901598414797369,-0.6175106625481307,1.1397840043757472,-0.3710546210731817,1.9290139494876908,0.03998910974319561,1.1294725337590612,0.9869564153636615,-1.1477655358826173,-0.020445992876466822
2308,0,54,7,3,1,196130,2.0,17,0,23.0,5,5,4,4,3,4,2.0,4.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,1.867072292332139,-0.13611985938353727,2.7809993688775823,-0.2758889637770719,0.6236031337880957,1.5037474228080117,1.7158064670743813,-0.3294343444905385,0.5624762514330971,-0.03631939655425154,0.03998910974319561,1.1294725337590612,-0.8956319618600838,0.9580522241664822,-0.020445992876466822
2406,0,35,15,3,1,21450,1.0,13,0,10.0,6,10,0,8,3,4,2.0,2.0,3.0,1,0,1,0,0,0,0,0,0,0,1,0,-0.21107111154908423,0.988427604874732,-0.9265674140627128,-0.6768031377250224,-0.3374427779843027,-0.16541221650888138,2.493578843615219,0.48679807154628685,-0.6822315785752746,1.0867282297554297,0.03998910974319561,1.1294725337590612,-0.8956319618600838,-1.1477655358826173,-0.020445992876466822
1958,0,24,12,3,2,54880,1.0,22,1,6.0,6,6,1,3,4,4,1.0,4.0,4.0,1,0,1,0,0,0,0,0,0,1,0,0,-1.4142067664276872,0.5667223057778811,-0.21701876765960967,-0.6768031377250224,1.8249105235035938,-0.6789997978371561,2.493578843615219,-0.16618786128317342,-0.3710546210731817,-0.3170813031316719,1.6281804499110304,1.1294725337590612,-1.8369261504719565,0.9580522241664822,1.0722787375213743
625,0,45,1,2,1,184300,4.0,12,1,10.0,5,3,1,2,3,4,1.0,3.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0.8826885747041912,-0.9795304575772393,2.5299087171591044,0.5259393841188291,-0.5777042559274024,-0.16541221650888138,1.7158064670743813,-0.6559273109052687,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,1.1294725337590612,-1.8369261504719565,-0.0948566558580675,-0.020445992876466822
4114,1,44,1,2,2,103330,3.0,10,1,19.0,2,1,0,0,1,1,2.0,1.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0.7733126060788637,-0.9795304575772393,0.8113279843065987,0.1250252101708786,-1.0582272118136016,0.9901598414797369,-0.6175106625481307,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,-3.136393570592474,-2.3721889119150683,-0.8956319618600838,-2.2006744159071667,-2.205895453672149
380,0,54,18,3,1,136030,8.0,13,1,22.0,2,10,0,8,3,4,1.0,2.0,3.0,0,1,0,1,0,1,0,0,0,0,0,0,1.867072292332139,1.4101329039715833,1.5053824484819345,2.1295960799106313,-0.3374427779843027,1.375350527475943,-0.6175106625481307,0.48679807154628685,-0.6822315785752746,1.0867282297554297,0.03998910974319561,1.1294725337590612,-1.8369261504719565,-1.1477655358826173,-0.020445992876466822
2883,0,46,5,4,3,21740,3.0,11,1,23.0,3,12,4,9,3,4,4.0,3.0,4.0,0,1,1,0,0,0,0,0,0,0,1,0,0.9920645433295187,-0.4172567254481046,-0.9204121909859285,0.1250252101708786,-0.817965733870502,1.5037474228080117,0.16026171399270664,0.813291037961017,0.5624762514330971,1.36749013633285,0.03998910974319561,1.1294725337590612,0.9869564153636615,-0.0948566558580675,1.0722787375213743
1470,0,29,8,2,3,169590,4.0,14,3,11.0,5,8,1,1,3,2,2.0,3.0,2.0,0,1,1,0,0,0,0,1,0,0,0,0,-0.8673269233010494,0.004448573648746392,2.21769033281601,0.5259393841188291,-0.09718130004120312,-0.03701532117681268,1.7158064670743813,0.1603051051315567,-0.3710546210731817,-0.8786051162865125,0.03998910974319561,-1.204968430023692,-0.8956319618600838,-0.0948566558580675,-1.113170723274308
382,0,30,3,3,5,56050,0.0,12,1,9.0,0,8,1,7,3,2,4.0,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,-0.7579509546757219,-0.698393591512672,-0.1921856262808591,-1.077717311672973,-0.5777042559274024,-0.2938091118409501,-2.1730554156298054,0.1603051051315567,-0.3710546210731817,0.8059663231780094,0.03998910974319561,-1.204968430023692,0.9869564153636615,0.9580522241664822,-1.113170723274308
3570,0,57,2,3,2,20130,3.0,15,1,12.0,5,5,1,4,3,4,3.0,3.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,2.1952001982081217,-0.8389620245449556,-0.9545842915156622,0.1250252101708786,0.14308017790189648,0.09138157415525602,1.7158064670743813,-0.3294343444905385,-0.3710546210731817,-0.03631939655425154,0.03998910974319561,1.1294725337590612,0.04566222675178887,-0.0948566558580675,-0.020445992876466822
722,0,27,2,1,4,44470,1.0,13,0,7.0,4,7,0,7,3,4,4.0,3.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,-1.0860788605517047,-0.8389620245449556,-0.4379700512090055,-0.6768031377250224,-0.3374427779843027,-0.5506029025050875,0.938034090533544,-0.0029413780758083497,-0.6822315785752746,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.9869564153636615,-0.0948566558580675,-0.020445992876466822
2095,0,48,2,3,2,62720,4.0,14,0,29.0,3,22,12,9,3,1,4.0,2.0,3.0,0,1,1,0,0,0,1,0,0,0,0,0,1.2108164805801738,-0.8389620245449556,-0.0506154955148197,0.5259393841188291,-0.09718130004120312,2.274128794800424,0.16026171399270664,2.4457558700346675,3.051891911449841,1.36749013633285,0.03998910974319561,-2.3721889119150683,0.9869564153636615,-1.1477655358826173,-0.020445992876466822
1590,0,47,14,4,2,55820,1.0,16,0,9.0,3,9,0,7,3,4,4.0,4.0,2.0,0,1,0,1,0,0,0,0,0,1,0,0,1.1014405119548463,0.8478591718424484,-0.19706735492796393,-0.6768031377250224,0.3833416558449961,-0.2938091118409501,0.16026171399270664,0.3235515883389218,-0.6822315785752746,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,-1.113170723274308
3773,1,29,4,2,2,68110,0.0,12,1,9.0,2,8,7,7,1,3,4.0,3.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8673269233010494,-0.5578251584803883,0.0637867540847234,-1.077717311672973,-0.5777042559274024,-0.2938091118409501,-0.6175106625481307,0.1603051051315567,1.496007123939376,0.8059663231780094,-3.136393570592474,-0.0377479481323154,0.9869564153636615,-0.0948566558580675,-1.113170723274308
3637,0,33,2,4,1,27660,1.0,14,1,2.0,2,2,0,2,3,3,1.0,3.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,-0.4298230487997393,-0.8389620245449556,-0.794760740590883,-0.6768031377250224,-0.09718130004120312,-1.192587379165431,-0.6175106625481307,-0.8191737941126337,-0.6822315785752746,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,-1.8369261504719565,-0.0948566558580675,-0.020445992876466822
3797,1,40,19,4,1,36330,3.0,11,2,10.0,0,4,0,3,3,1,2.0,4.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0.3358087315775535,1.550701337003867,-0.6107407955021931,0.1250252101708786,-0.817965733870502,-0.16541221650888138,-2.1730554156298054,-0.49268082769790356,-0.6822315785752746,-0.3170813031316719,0.03998910974319561,-2.3721889119150683,-0.8956319618600838,0.9580522241664822,-2.205895453672149
1656,0,29,6,3,4,52960,4.0,14,0,11.0,3,7,1,7,3,4,1.0,2.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,-0.8673269233010494,-0.27668829241582094,-0.25777058940935416,0.5259393841188291,-0.09718130004120312,-0.03701532117681268,0.16026171399270664,-0.0029413780758083497,-0.3710546210731817,0.8059663231780094,0.03998910974319561,1.1294725337590612,-1.8369261504719565,-1.1477655358826173,1.0722787375213743
3481,0,37,3,3,4,160320,1.0,17,0,7.0,2,7,0,7,3,4,3.0,3.0,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0.007680825701570844,-0.698393591512672,2.020935443430525,-0.6768031377250224,0.6236031337880957,-0.5506029025050875,-0.6175106625481307,-0.0029413780758083497,-0.6822315785752746,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.04566222675178887,-0.0948566558580675,-0.020445992876466822
1806,0,41,1,3,4,191410,3.0,12,1,12.0,2,6,3,3,3,2,4.0,3.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0.44518470020288103,-0.9795304575772393,2.680817807076127,0.1250252101708786,-0.5777042559274024,0.09138157415525602,-0.6175106625481307,-0.16618786128317342,0.2512992939310042,-0.3170813031316719,0.03998910974319561,-1.204968430023692,0.9869564153636615,-0.0948566558580675,1.0722787375213743
2695,0,29,8,2,3,169590,4.0,14,3,11.0,5,8,1,1,3,4,3.0,4.0,4.0,0,1,1,0,0,0,0,1,0,0,0,0,-0.8673269233010494,0.004448573648746392,2.21769033281601,0.5259393841188291,-0.09718130004120312,-0.03701532117681268,1.7158064670743813,0.1603051051315567,-0.3710546210731817,-0.8786051162865125,0.03998910974319561,1.1294725337590612,0.04566222675178887,0.9580522241664822,1.0722787375213743
2198,0,38,18,3,3,39040,1.0,22,0,10.0,3,10,1,9,4,3,2.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0.11705679432689839,1.4101329039715833,-0.5532212970950017,-0.6768031377250224,1.8249105235035938,-0.16541221650888138,0.16026171399270664,0.48679807154628685,-0.3710546210731817,1.36749013633285,1.6281804499110304,-0.0377479481323154,-0.8956319618600838,0.9580522241664822,-0.020445992876466822
228,0,41,5,3,1,102390,3.0,24,3,23.0,3,21,12,6,4,4,2.0,3.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0.44518470020288103,-0.4172567254481046,0.791376571574953,0.1250252101708786,2.305433479389793,1.5037474228080117,0.16026171399270664,2.2825093868273023,3.051891911449841,0.5252044166005891,1.6281804499110304,1.1294725337590612,-0.8956319618600838,-0.0948566558580675,-1.113170723274308
3138,0,38,2,3,1,27780,2.0,13,0,8.0,5,3,1,2,3,3,1.0,3.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0.11705679432689839,-0.8389620245449556,-0.792213751731524,-0.2758889637770719,-0.3374427779843027,-0.42220600717301876,1.7158064670743813,-0.6559273109052687,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,-1.8369261504719565,-0.0948566558580675,-0.020445992876466822
78,0,29,18,4,2,57360,1.0,22,0,4.0,1,4,0,2,4,2,4.0,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,-0.8673269233010494,1.4101329039715833,-0.16438099789952304,-0.6768031377250224,1.8249105235035938,-0.9357935885012936,-1.3952830390889681,-0.49268082769790356,-0.6822315785752746,-0.5978432097090922,1.6281804499110304,-1.204968430023692,0.9869564153636615,0.9580522241664822,1.0722787375213743
3635,0,45,14,1,2,58110,0.0,12,0,25.0,4,24,1,7,3,2,4.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0.8826885747041912,0.8478591718424484,-0.1484623175285291,-1.077717311672973,-0.5777042559274024,1.7605412134721492,0.938034090533544,2.7722488364493976,-0.3710546210731817,0.8059663231780094,0.03998910974319561,-1.204968430023692,0.9869564153636615,-2.2006744159071667,-1.113170723274308
3371,0,38,2,5,4,84460,0.0,15,0,7.0,3,6,1,2,3,4,1.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0.11705679432689839,-0.8389620245449556,0.41081398617239123,-1.077717311672973,0.14308017790189648,-0.5506029025050875,0.16026171399270664,-0.16618786128317342,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,1.1294725337590612,-1.8369261504719565,0.9580522241664822,1.0722787375213743
4069,1,53,22,3,1,34230,6.0,9,1,15.0,4,2,2,2,3,2,3.0,2.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1.7576963237068115,1.972406636100718,-0.6553131005409761,1.32776773201473,-1.2984886897567012,0.47657226015146215,0.938034090533544,-0.8191737941126337,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,-1.204968430023692,0.04566222675178887,-1.1477655358826173,-2.205895453672149
3298,0,58,8,4,1,29360,2.0,24,1,23.0,3,2,2,2,3,3,1.0,3.0,4.0,1,0,1,0,0,0,0,0,0,0,0,1,2.3045761668334492,0.004448573648746392,-0.7586783984166301,-0.2758889637770719,2.305433479389793,1.5037474228080117,0.16026171399270664,-0.8191737941126337,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,-1.8369261504719565,-0.0948566558580675,1.0722787375213743
649,0,33,6,2,2,37370,8.0,22,2,8.0,2,5,0,2,4,4,4.0,4.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,-0.4298230487997393,-0.27668829241582094,-0.5886668920544148,2.1295960799106313,1.8249105235035938,-0.42220600717301876,-0.6175106625481307,-0.3294343444905385,-0.6822315785752746,-0.5978432097090922,1.6281804499110304,1.1294725337590612,0.9869564153636615,0.9580522241664822,1.0722787375213743
3878,1,33,1,3,2,51470,7.0,7,0,13.0,2,9,1,7,1,3,2.0,3.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,-0.4298230487997393,-0.9795304575772393,-0.2893957010797288,1.7286819059626808,-1.7790116456429004,0.21977846948732474,-0.6175106625481307,0.3235515883389218,-0.3710546210731817,0.8059663231780094,-3.136393570592474,-0.0377479481323154,-0.8956319618600838,-0.0948566558580675,-2.205895453672149
769,0,53,19,3,4,133200,3.0,11,0,11.0,2,4,1,2,3,3,4.0,1.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,1.7576963237068115,1.550701337003867,1.445315961215384,0.1250252101708786,-0.817965733870502,-0.03701532117681268,-0.6175106625481307,-0.49268082769790356,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,0.9869564153636615,-2.2006744159071667,-0.020445992876466822
4070,1,23,2,4,2,61790,1.0,3,0,1.0,3,1,1,0,2,3,1.0,4.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,-1.5235827350530147,-0.8389620245449556,-0.07035465917485219,-0.6768031377250224,-2.740057557415299,-1.3209842744974998,0.16026171399270664,-0.9824202773199988,-0.3710546210731817,-1.1593670228639328,-1.5482022304246392,-0.0377479481323154,-1.8369261504719565,0.9580522241664822,-2.205895453672149
3093,0,47,6,4,2,23660,3.0,17,0,11.0,5,5,1,2,3,4,2.0,3.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,1.1014405119548463,-0.27668829241582094,-0.879660369236184,0.1250252101708786,0.6236031337880957,-0.03701532117681268,1.7158064670743813,-0.3294343444905385,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,1.1294725337590612,-0.8956319618600838,-0.0948566558580675,-0.020445992876466822
2523,0,21,1,5,2,28630,1.0,14,0,3.0,2,3,2,2,3,2,2.0,4.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,-1.74233467230367,-0.9795304575772393,-0.7741725806443975,-0.6768031377250224,-0.09718130004120312,-1.0641904838333622,-0.6175106625481307,-0.6559273109052687,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,-1.204968430023692,-0.8956319618600838,0.9580522241664822,1.0722787375213743
1080,0,50,2,4,4,61420,3.0,13,2,28.0,3,8,0,7,3,4,3.0,3.0,3.0,1,0,1,0,0,0,0,0,0,1,0,0,1.4295684178308288,-0.8389620245449556,-0.07820787482454253,0.1250252101708786,-0.3374427779843027,2.1457318994683554,0.16026171399270664,0.1603051051315567,-0.6822315785752746,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.04566222675178887,-0.0948566558580675,-0.020445992876466822
3021,0,56,19,4,2,32210,4.0,15,2,33.0,2,19,15,9,3,4,4.0,4.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,2.0858242295827942,1.550701337003867,-0.698187413006853,0.5259393841188291,0.14308017790189648,2.787716376128699,-0.6175106625481307,1.9560164204125723,3.9854227839561194,1.36749013633285,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,1.0722787375213743
2087,0,46,1,3,1,190810,3.0,21,0,12.0,2,9,4,7,4,4,4.0,3.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0.9920645433295187,-0.9795304575772393,2.6680828627793316,0.1250252101708786,1.5846490455604942,0.09138157415525602,-0.6175106625481307,0.3235515883389218,0.5624762514330971,0.8059663231780094,1.6281804499110304,1.1294725337590612,0.9869564153636615,-0.0948566558580675,1.0722787375213743
2251,0,37,14,3,3,20640,4.0,16,0,8.0,3,1,0,0,3,3,4.0,3.0,4.0,0,1,1,0,0,0,0,0,0,0,1,0,0.007680825701570844,0.8478591718424484,-0.9437595888633863,0.5259393841188291,0.3833416558449961,-0.42220600717301876,0.16026171399270664,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-0.0377479481323154,0.9869564153636615,-0.0948566558580675,1.0722787375213743
822,0,53,8,4,2,20700,4.0,13,2,27.0,2,3,0,2,3,4,4.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1.7576963237068115,0.004448573648746392,-0.9424860944337067,0.5259393841188291,-0.3374427779843027,2.0173350041362865,-0.6175106625481307,-0.6559273109052687,-0.6822315785752746,-0.5978432097090922,0.03998910974319561,1.1294725337590612,0.9869564153636615,-0.0948566558580675,-0.020445992876466822
456,0,28,5,4,1,52530,1.0,15,0,3.0,2,3,0,2,3,3,3.0,2.0,3.0,1,0,0,1,0,0,1,0,0,0,0,0,-0.976702891926377,-0.4172567254481046,-0.266897299488724,-0.6768031377250224,0.14308017790189648,-1.0641904838333622,-0.6175106625481307,-0.6559273109052687,-0.6822315785752746,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,0.04566222675178887,-1.1477655358826173,-0.020445992876466822
2052,0,37,15,2,2,27030,2.0,14,0,19.0,2,10,4,7,3,4,4.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0.007680825701570844,0.988427604874732,-0.808132432102518,-0.2758889637770719,-0.09718130004120312,0.9901598414797369,-0.6175106625481307,0.48679807154628685,0.5624762514330971,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,-0.020445992876466822
1699,0,46,2,3,2,165550,8.0,14,2,28.0,4,26,15,9,3,3,4.0,4.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0.9920645433295187,-0.8389620245449556,2.131941707884256,2.1295960799106313,-0.09718130004120312,2.1457318994683554,0.938034090533544,3.098741802864128,3.9854227839561194,1.36749013633285,0.03998910974319561,-0.0377479481323154,0.9869564153636615,0.9580522241664822,-0.020445992876466822
741,0,29,16,1,2,41630,9.0,15,1,8.0,4,5,1,4,3,4,3.0,2.0,3.0,0,1,1,0,0,0,1,0,0,0,0,0,-0.8673269233010494,1.1289960379070159,-0.4982487875471692,2.5305102538585817,0.14308017790189648,-0.42220600717301876,0.938034090533544,-0.3294343444905385,-0.3710546210731817,-0.03631939655425154,0.03998910974319561,1.1294725337590612,0.04566222675178887,-1.1477655358826173,-0.020445992876466822
2250,0,34,6,2,1,86200,0.0,13,1,10.0,2,9,8,7,3,2,4.0,3.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,-0.32044708017441176,-0.27668829241582094,0.4477453246330972,-1.077717311672973,-0.3374427779843027,-0.16541221650888138,-0.6175106625481307,0.3235515883389218,1.807184081441469,0.8059663231780094,0.03998910974319561,-1.204968430023692,0.9869564153636615,-0.0948566558580675,-0.020445992876466822
2503,0,38,22,4,1,65830,0.0,12,0,12.0,1,11,2,9,3,4,3.0,3.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0.11705679432689839,1.972406636100718,0.01539396575690183,-1.077717311672973,-0.5777042559274024,0.09138157415525602,-1.3952830390889681,0.650044554753652,-0.05987766357108876,1.36749013633285,0.03998910974319561,1.1294725337590612,0.04566222675178887,-0.0948566558580675,-0.020445992876466822
3277,0,46,7,2,2,57310,8.0,12,0,6.0,2,2,2,2,3,4,2.0,4.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0.9920645433295187,-0.13611985938353727,-0.1654422432575893,2.1295960799106313,-0.5777042559274024,-0.6789997978371561,-0.6175106625481307,-0.8191737941126337,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,1.1294725337590612,-0.8956319618600838,0.9580522241664822,-1.113170723274308
2705,0,42,7,4,1,92080,1.0,15,1,24.0,2,24,14,9,3,3,3.0,4.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0.5545606688282085,-0.13611985938353727,0.5725477787416896,-0.6768031377250224,0.14308017790189648,1.6321443181400805,-0.6175106625481307,2.7722488364493976,3.6742458264540265,1.36749013633285,0.03998910974319561,-0.0377479481323154,0.04566222675178887,0.9580522241664822,-0.020445992876466822
2558,0,45,2,3,1,50980,3.0,14,1,8.0,4,2,0,2,3,2,1.0,2.0,4.0,0,1,1,0,0,0,0,0,0,0,1,0,0.8826885747041912,-0.8389620245449556,-0.29979590558877817,0.1250252101708786,-0.09718130004120312,-0.42220600717301876,0.938034090533544,-0.8191737941126337,-0.6822315785752746,-0.5978432097090922,0.03998910974319561,-1.204968430023692,-1.8369261504719565,-1.1477655358826173,1.0722787375213743
4178,1,20,35,3,3,27070,1.0,9,0,1.0,2,1,0,0,3,3,2.0,3.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,-1.8517106409289974,3.7997962655204054,-0.8072834358160649,-0.6768031377250224,-1.2984886897567012,-1.3209842744974998,-0.6175106625481307,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-0.0377479481323154,-0.8956319618600838,-0.0948566558580675,-2.205895453672149
1064,0,51,23,4,5,24510,3.0,17,0,10.0,2,4,0,3,3,2,3.0,4.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,1.5389443864561565,2.1129750691330016,-0.8616191981490575,0.1250252101708786,0.6236031337880957,-0.16541221650888138,-0.6175106625481307,-0.49268082769790356,-0.6822315785752746,-0.3170813031316719,0.03998910974319561,-1.204968430023692,0.04566222675178887,0.9580522241664822,-0.020445992876466822
3632,0,39,21,4,2,81610,7.0,15,1,7.0,2,3,1,2,3,3,4.0,2.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0.22643276295222592,1.8318382030684341,0.3503230007626143,1.7286819059626808,0.14308017790189648,-0.5506029025050875,-0.6175106625481307,-0.6559273109052687,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,0.9869564153636615,-1.1477655358826173,-0.020445992876466822
