,Attrition,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
809,0,42,2,4,1,10910,2.0,22,0,16.0,0,1,0,0,4,3,2.0,4.0,3.0
810,1,21,1,2,5,27910,1.0,8,0,1.0,3,1,1,0,3,2,2.0,2.0,1.0
811,0,34,22,3,1,56770,9.0,20,1,6.0,3,3,1,2,4,3,4.0,3.0,2.0
812,0,37,2,4,2,61720,0.0,11,0,6.0,1,5,4,3,3,4,4.0,3.0,3.0
813,0,29,2,3,2,48050,3.0,16,1,9.0,2,7,1,7,3,3,1.0,4.0,4.0
814,0,51,16,3,2,148140,2.0,11,1,14.0,2,4,3,2,3,3,4.0,4.0,3.0
815,0,29,4,5,1,105020,3.0,12,0,11.0,4,3,1,2,3,4,4.0,4.0,3.0
816,0,35,13,4,2,95260,1.0,15,0,5.0,2,5,0,3,3,3,4.0,3.0,4.0
817,0,50,2,4,4,83760,5.0,14,3,29.0,2,27,13,8,3,2,3.0,4.0,1.0
818,0,28,18,3,3,46010,0.0,15,2,6.0,2,5,0,0,3,3,3.0,4.0,4.0
819,0,49,7,3,2,190330,2.0,18,1,7.0,5,4,0,2,3,4,3.0,2.0,4.0
820,0,26,2,2,2,20800,0.0,22,0,8.0,6,7,7,6,3,3,4.0,4.0,4.0
821,1,23,7,3,3,49690,1.0,7,0,5.0,3,5,1,2,2,2,1.0,2.0,2.0
822,0,40,21,4,2,194060,3.0,20,3,16.0,2,1,0,0,4,4,1.0,4.0,4.0
823,0,38,9,1,2,24300,7.0,13,2,17.0,2,13,1,9,3,4,2.0,2.0,3.0
824,0,36,13,2,1,12810,2.0,11,0,17.0,2,15,6,13,3,2,4.0,4.0,2.0
825,1,32,6,3,1,34770,1.0,7,0,14.0,2,14,9,8,2,3,1.0,2.0,1.0
826,0,34,5,2,4,102480,1.0,12,1,6.0,4,6,1,3,3,4,1.0,4.0,4.0
827,0,32,7,4,4,43270,8.0,18,0,4.0,4,0,0,0,3,3,3.0,4.0,4.0
828,0,36,2,2,2,114160,6.0,16,0,13.0,2,5,0,4,3,3,4.0,4.0,3.0
829,0,46,6,4,3,17020,5.0,21,0,25.0,2,4,0,3,4,3,1.0,2.0,2.0
830,0,34,3,3,2,50630,6.0,21,1,12.0,2,1,0,0,3,3,3.0,3.0,3.0
831,0,36,20,1,2,31170,6.0,21,1,7.0,2,3,0,1,4,4,2.0,3.0,2.0
832,0,33,1,4,4,44650,0.0,13,0,6.0,3,5,1,4,3,4,4.0,3.0,4.0
833,0,54,11,3,3,66740,3.0,17,1,9.0,2,4,2,3,3,2,4.0,4.0,4.0
834,0,36,1,3,2,166270,3.0,12,0,10.0,5,7,1,7,3,4,2.0,1.0,2.0
835,0,37,19,1,2,32910,1.0,13,3,5.0,2,5,0,3,3,2,1.0,1.0,4.0
836,1,21,1,4,1,57750,1.0,12,0,1.0,2,1,1,0,3,1,1.0,4.0,2.0
837,0,49,2,3,2,52040,8.0,14,1,26.0,3,5,0,0,3,4,3.0,3.0,3.0
838,1,25,1,1,1,109320,1.0,5,1,1.0,3,1,1,0,3,3,2.0,2.0,1.0
839,0,24,2,3,1,14160,1.0,15,1,6.0,3,6,1,2,3,4,4.0,3.0,2.0
840,1,33,12,3,1,43020,2.0,9,0,11.0,3,0,0,0,3,2,1.0,4.0,4.0
841,0,28,2,4,1,93550,0.0,11,0,6.0,4,5,0,4,3,2,3.0,3.0,3.0
842,0,26,14,4,2,48770,1.0,13,1,8.0,5,8,5,7,3,4,4.0,4.0,3.0
843,0,49,17,1,1,40110,1.0,18,2,31.0,2,31,0,9,2,3,4.0,4.0,3.0
844,0,47,12,4,3,65530,0.0,15,0,8.0,2,7,7,7,3,3,1.0,4.0,4.0
845,0,27,6,3,1,28110,2.0,20,0,6.0,3,4,1,2,4,1,2.0,3.0,4.0
846,0,40,7,3,3,22380,6.0,14,0,10.0,3,1,0,0,3,3,3.0,4.0,3.0
847,0,42,6,2,5,40140,8.0,13,1,24.0,3,1,0,1,3,3,3.0,4.0,4.0
848,0,24,1,5,3,93800,0.0,16,0,5.0,2,4,1,3,3,3,4.0,2.0,4.0
849,0,32,19,3,4,37300,1.0,25,1,8.0,4,8,6,3,4,3,3.0,3.0,2.0
850,0,43,6,2,1,195020,3.0,18,2,23.0,3,21,15,17,3,4,3.0,4.0,4.0
851,0,37,23,4,1,78800,3.0,12,1,9.0,2,4,0,2,3,2,4.0,4.0,4.0
852,0,45,2,3,2,103680,6.0,12,2,23.0,2,19,12,8,3,2,3.0,3.0,2.0
853,0,46,15,4,1,41080,2.0,14,0,19.0,5,10,0,8,1,4,3.0,4.0,4.0
854,1,26,2,3,2,48210,6.0,9,2,6.0,2,3,1,2,3,4,2.0,2.0,1.0
855,0,30,10,3,4,41970,1.0,13,0,11.0,3,10,1,9,3,3,1.0,4.0,4.0
856,1,29,6,3,2,109340,6.0,10,2,11.0,2,9,0,7,2,3,3.0,3.0,2.0
857,0,25,23,1,3,30690,2.0,14,1,6.0,3,2,2,2,3,2,2.0,4.0,4.0
858,0,34,10,4,1,23410,1.0,20,2,8.0,3,8,0,6,4,3,3.0,4.0,3.0
859,0,27,19,3,4,31720,1.0,14,1,9.0,1,9,1,7,4,3,4.0,4.0,4.0
860,0,42,2,3,4,110310,3.0,12,1,8.0,2,5,1,2,3,3,3.0,4.0,3.0
861,0,27,1,3,1,20580,1.0,14,1,1.0,5,1,0,0,3,3,4.0,4.0,4.0
862,0,49,1,4,2,58100,1.0,14,1,10.0,2,10,1,7,4,4,1.0,2.0,4.0
863,0,49,11,4,2,62300,2.0,14,0,23.0,2,1,0,0,3,4,4.0,3.0,2.0
864,1,46,1,2,2,97140,1.0,17,0,9.0,0,9,4,7,2,2,3.0,2.0,3.0
865,0,30,16,4,2,46610,1.0,15,0,12.0,3,12,1,7,3,4,2.0,4.0,2.0
866,1,26,18,2,2,26130,6.0,11,1,6.0,2,4,1,2,1,3,1.0,1.0,3.0
867,0,54,8,3,4,37610,3.0,12,0,26.0,3,14,1,12,3,3,2.0,3.0,2.0
868,0,37,19,2,1,68150,5.0,20,1,17.0,3,1,0,0,4,4,3.0,4.0,3.0
869,0,42,22,4,2,26450,1.0,15,0,10.0,5,10,2,2,3,2,4.0,4.0,3.0
870,0,55,22,3,2,48590,1.0,24,1,34.0,3,33,15,0,4,4,4.0,3.0,3.0
871,1,50,20,3,1,173280,4.0,10,2,20.0,1,3,2,0,2,3,2.0,2.0,1.0
872,0,44,4,2,2,171590,5.0,22,1,16.0,1,2,2,2,4,2,3.0,3.0,3.0
873,0,31,11,2,1,167560,1.0,11,2,6.0,5,5,0,3,3,3,2.0,4.0,3.0
874,0,44,1,3,1,48340,1.0,14,0,9.0,1,8,6,7,3,3,2.0,3.0,3.0
875,0,50,2,2,1,36880,0.0,11,0,19.0,3,18,0,13,3,4,3.0,2.0,3.0
876,0,24,2,5,2,187220,0.0,22,1,6.0,3,5,3,4,4,3,3.0,4.0,4.0
877,0,32,1,2,3,136950,0.0,13,0,3.0,3,2,2,2,3,4,3.0,2.0,4.0
878,0,25,21,3,1,88530,1.0,14,1,2.0,3,2,2,1,4,2,4.0,4.0,4.0
879,0,38,6,2,1,25140,3.0,13,0,15.0,2,1,1,0,3,4,2.0,4.0,3.0
880,0,31,8,4,3,21870,1.0,15,1,13.0,2,13,3,12,3,3,1.0,3.0,4.0
881,0,46,7,3,3,164370,8.0,15,1,16.0,0,4,0,2,3,3,4.0,3.0,3.0
882,0,42,2,4,2,45390,4.0,17,1,8.0,5,0,0,0,3,4,3.0,4.0,4.0
883,0,35,1,2,2,66460,1.0,13,1,9.0,2,9,1,1,3,4,4.0,4.0,4.0
884,0,36,2,2,3,199730,6.0,12,0,10.0,2,3,0,2,3,4,3.0,4.0,4.0
885,0,41,15,1,2,58280,1.0,13,0,21.0,0,21,5,10,3,3,4.0,3.0,3.0
886,0,48,2,3,2,197400,3.0,12,0,24.0,2,22,4,7,3,3,2.0,4.0,3.0
887,0,45,1,4,1,29420,1.0,22,1,21.0,4,21,8,6,4,2,2.0,2.0,3.0
888,0,42,18,4,1,64470,6.0,13,0,18.0,3,1,0,0,3,2,3.0,3.0,3.0
889,0,55,1,3,1,120310,3.0,11,0,37.0,5,10,7,7,3,4,4.0,4.0,3.0
890,0,28,17,4,1,25000,1.0,16,2,6.0,3,5,0,4,2,3,4.0,2.0,3.0
891,0,56,6,1,1,54670,1.0,20,0,13.0,6,13,1,9,4,4,3.0,4.0,3.0
892,0,35,3,4,1,180410,3.0,20,1,15.0,3,7,1,7,4,2,4.0,4.0,3.0
893,0,20,1,3,1,47770,1.0,18,1,2.0,3,2,0,2,3,3,4.0,2.0,3.0
894,0,41,6,3,3,27820,1.0,14,0,10.0,2,10,0,7,3,4,2.0,4.0,4.0
895,0,45,6,2,1,56610,3.0,12,0,26.0,2,9,1,1,3,4,4.0,4.0,3.0
896,1,29,7,3,1,22440,1.0,5,3,11.0,5,11,3,10,3,3,1.0,2.0,2.0
897,0,56,6,1,1,54670,1.0,20,0,13.0,6,13,1,9,4,4,2.0,2.0,3.0
898,1,26,10,3,2,157870,1.0,10,2,8.0,5,8,7,4,3,2,2.0,2.0,3.0
899,0,44,2,4,2,47070,1.0,17,0,26.0,4,25,14,13,3,3,1.0,3.0,4.0
900,0,48,10,4,1,55620,8.0,13,1,18.0,2,8,7,7,3,3,3.0,4.0,4.0
901,0,30,2,3,3,51210,7.0,13,0,8.0,4,3,0,2,3,4,4.0,4.0,3.0
902,0,42,2,2,3,29560,5.0,13,0,23.0,2,20,4,8,3,3,2.0,4.0,4.0
903,0,30,16,4,2,46610,1.0,11,0,12.0,3,12,1,7,3,3,3.0,2.0,3.0
904,1,22,8,3,2,37850,5.0,9,2,4.0,2,2,1,2,3,2,3.0,2.0,2.0
905,0,41,2,3,2,47410,6.0,16,0,8.0,3,2,2,1,3,1,4.0,3.0,4.0
906,1,29,4,5,1,27230,6.0,9,1,3.0,2,0,0,0,1,3,1.0,3.0,1.0
907,0,31,1,3,4,28670,0.0,24,0,3.0,5,2,2,2,4,3,3.0,4.0,3.0
908,0,44,3,4,5,76320,1.0,21,0,10.0,3,10,7,7,4,2,4.0,4.0,3.0
909,0,28,19,5,1,23280,1.0,11,2,4.0,3,4,0,2,3,2,4.0,3.0,2.0
910,0,47,6,4,2,23660,3.0,17,0,11.0,5,5,1,2,3,3,3.0,2.0,3.0
911,0,43,20,2,2,61320,6.0,13,0,22.0,3,4,1,0,3,3,4.0,2.0,2.0
912,0,45,14,2,2,79910,0.0,13,2,21.0,2,20,4,10,3,2,3.0,3.0,3.0
913,0,40,5,2,3,43320,7.0,14,2,8.0,3,5,1,3,3,4,3.0,4.0,3.0
914,0,29,6,3,4,52960,4.0,14,0,11.0,3,7,1,7,3,4,1.0,2.0,4.0
915,0,56,6,1,1,54670,1.0,24,0,13.0,6,13,1,9,4,2,3.0,4.0,3.0
916,0,36,19,3,2,61200,0.0,19,0,10.0,2,9,3,4,3,4,1.0,3.0,4.0
917,0,44,2,4,2,47070,1.0,17,0,26.0,4,25,14,13,3,4,3.0,1.0,3.0
918,0,45,2,3,1,50980,3.0,14,1,8.0,4,2,0,2,3,3,2.0,3.0,3.0
919,0,44,8,3,3,25190,0.0,21,2,23.0,2,22,1,10,4,3,2.0,4.0,4.0
920,0,34,7,4,2,26250,1.0,12,3,16.0,4,15,6,11,3,3,4.0,4.0,3.0
921,0,33,6,2,2,37370,8.0,22,2,8.0,2,5,0,2,4,3,2.0,2.0,4.0
922,0,49,2,2,1,63800,6.0,23,1,22.0,1,9,2,3,4,4,4.0,3.0,4.0
923,0,32,12,3,2,69290,9.0,20,0,10.0,6,8,7,7,4,4,4.0,2.0,4.0
924,0,26,1,4,2,143360,1.0,21,1,8.0,3,8,0,7,4,4,2.0,4.0,4.0
925,0,33,2,2,1,24400,0.0,18,3,4.0,4,3,0,2,3,3,4.0,3.0,2.0
926,0,31,1,3,2,64650,4.0,17,0,13.0,3,7,5,7,1,4,4.0,3.0,4.0
927,0,35,6,1,3,53460,0.0,14,0,6.0,3,5,0,3,3,4,1.0,3.0,3.0
928,0,34,23,4,1,115100,0.0,14,1,7.0,5,6,0,4,3,3,2.0,4.0,2.0
929,0,33,2,4,1,25960,8.0,14,1,13.0,4,11,1,7,3,3,2.0,4.0,4.0
930,0,30,1,4,1,20330,1.0,13,1,12.0,3,12,3,7,3,3,3.0,4.0,2.0
931,0,32,7,3,2,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,4.0,3.0
932,1,29,8,1,1,21800,1.0,19,0,4.0,2,4,0,1,3,3,1.0,4.0,1.0
933,0,45,1,4,1,29420,1.0,22,1,21.0,4,21,8,6,4,3,4.0,3.0,3.0
934,0,27,4,4,2,47350,0.0,13,0,6.0,2,5,1,1,3,4,4.0,3.0,3.0
935,0,28,6,4,1,163070,1.0,16,0,1.0,3,1,0,0,3,3,4.0,3.0,4.0
936,0,31,6,3,2,36170,7.0,21,1,10.0,5,5,0,3,4,4,1.0,4.0,3.0
937,0,37,2,2,1,54050,7.0,15,0,8.0,3,6,1,3,3,4,2.0,3.0,3.0
938,0,37,1,3,3,52070,4.0,18,3,16.0,3,5,0,2,3,4,1.0,2.0,4.0
939,0,34,10,4,3,74910,0.0,14,1,4.0,3,3,0,2,3,3,2.0,4.0,3.0
940,0,34,3,3,1,12610,2.0,14,1,6.0,6,4,1,2,3,3,3.0,4.0,4.0
941,0,24,2,4,1,45080,0.0,11,1,3.0,5,2,2,1,3,4,4.0,2.0,4.0
942,1,38,2,3,3,49080,4.0,14,1,7.0,3,5,1,4,2,1,2.0,1.0,2.0
943,0,32,7,2,2,35000,0.0,12,1,8.0,2,7,3,6,3,3,3.0,4.0,3.0
944,0,37,8,1,1,133410,1.0,14,1,18.0,3,18,12,17,3,4,3.0,3.0,3.0
945,0,33,6,2,2,161840,0.0,13,1,10.0,2,9,0,8,3,4,4.0,3.0,2.0
946,0,29,1,4,3,27160,0.0,18,0,8.0,2,7,1,1,3,2,4.0,4.0,4.0
947,1,32,6,3,1,96020,1.0,11,1,10.0,3,10,1,1,1,2,3.0,1.0,3.0
948,0,47,1,3,5,135700,5.0,16,2,20.0,2,5,0,4,3,3,4.0,2.0,4.0
949,1,30,12,4,2,55620,5.0,8,0,8.0,3,5,0,4,3,2,2.0,3.0,2.0
950,1,31,2,3,2,25720,1.0,13,3,10.0,3,10,4,7,1,4,1.0,3.0,2.0
951,1,51,7,3,1,15690,2.0,11,0,18.0,2,4,0,3,1,3,1.0,2.0,2.0
952,0,55,1,4,1,67990,3.0,11,0,12.0,2,10,0,8,3,3,2.0,2.0,4.0
953,0,26,6,3,1,30330,1.0,13,0,5.0,2,5,1,2,3,4,4.0,2.0,2.0
954,0,32,17,3,1,44500,0.0,13,0,4.0,3,3,0,2,3,3,4.0,2.0,4.0
955,0,35,5,4,1,119960,1.0,19,2,16.0,3,16,10,1,3,4,4.0,4.0,2.0
956,0,21,2,2,1,42130,1.0,12,3,3.0,3,3,1,0,1,3,2.0,3.0,4.0
957,0,35,2,3,2,22580,1.0,11,1,2.0,2,2,2,2,3,4,2.0,4.0,4.0
958,1,39,1,3,2,67550,7.0,10,1,21.0,2,18,11,5,2,2,2.0,2.0,2.0
959,0,56,2,2,2,44490,4.0,15,0,28.0,3,5,4,2,3,3,4.0,2.0,4.0
960,0,28,17,1,3,79780,1.0,16,2,5.0,2,5,1,4,3,4,4.0,3.0,4.0
961,0,33,12,3,4,194360,1.0,19,2,10.0,4,10,6,0,3,3,3.0,4.0,3.0
962,0,34,7,4,2,27410,0.0,15,1,2.0,3,1,0,0,3,4,1.0,3.0,3.0
963,0,27,2,3,1,168230,0.0,17,0,6.0,3,5,1,4,3,4,4.0,4.0,3.0
964,0,55,18,5,3,36970,3.0,13,1,23.0,1,3,1,2,3,3,4.0,4.0,4.0
965,0,27,2,2,2,135770,1.0,12,1,6.0,2,5,1,2,3,3,4.0,3.0,4.0
966,0,23,2,4,2,49360,0.0,19,1,5.0,2,4,1,2,3,3,3.0,4.0,3.0
967,0,34,19,3,4,27420,0.0,11,1,13.0,2,12,2,11,3,3,4.0,4.0,3.0
968,1,26,2,1,3,65780,0.0,8,2,6.0,3,5,1,4,2,2,1.0,3.0,2.0
969,0,48,1,1,2,74060,6.0,14,2,25.0,2,1,0,0,3,4,4.0,4.0,4.0
970,0,45,13,1,2,54840,1.0,20,3,6.0,6,6,0,4,4,3,4.0,4.0,3.0
971,0,54,20,1,1,48550,9.0,25,1,16.0,2,4,0,3,4,4,1.0,4.0,3.0
972,0,24,2,5,2,187220,0.0,22,1,6.0,3,5,3,4,4,3,3.0,4.0,2.0
973,0,34,2,2,1,64100,1.0,13,1,1.0,5,1,0,0,3,3,2.0,4.0,3.0
974,0,44,2,2,1,34520,4.0,11,1,14.0,2,10,0,2,3,4,1.0,2.0,4.0
975,0,20,14,4,1,22930,1.0,13,2,1.0,3,1,0,0,3,4,4.0,2.0,3.0
976,0,45,1,4,1,29420,1.0,22,1,21.0,4,21,8,6,4,4,3.0,4.0,2.0
977,0,54,8,3,4,37610,3.0,12,0,26.0,3,14,1,12,3,2,4.0,4.0,2.0
978,1,34,8,3,1,56170,8.0,22,1,9.0,3,5,0,4,4,2,2.0,1.0,1.0
979,0,55,18,5,3,36970,3.0,13,1,23.0,1,3,1,2,3,4,3.0,4.0,2.0
980,0,34,20,5,1,41940,0.0,17,2,12.0,3,11,5,7,3,3,4.0,3.0,4.0
981,0,27,2,3,1,66940,1.0,13,1,6.0,2,6,1,4,3,4,4.0,3.0,3.0
982,0,37,15,2,2,27030,2.0,14,0,19.0,2,10,4,7,3,4,4.0,4.0,3.0
983,1,31,2,3,3,21680,0.0,11,1,2.0,2,1,0,0,1,1,3.0,1.0,2.0
984,0,43,2,4,1,24220,1.0,11,1,14.0,2,14,6,11,3,2,4.0,4.0,3.0
985,0,36,19,3,3,63970,4.0,14,1,11.0,3,3,0,2,3,4,2.0,3.0,4.0
986,1,29,5,3,5,36910,1.0,11,0,2.0,3,2,2,2,2,3,1.0,2.0,2.0
987,0,41,1,1,3,25150,0.0,18,0,23.0,2,22,13,5,3,4,4.0,4.0,4.0
988,0,24,1,5,1,81890,1.0,14,1,1.0,3,1,0,0,3,2,4.0,2.0,4.0
989,0,33,12,4,1,62010,2.0,15,3,14.0,2,0,0,0,3,4,4.0,2.0,4.0
990,0,40,2,3,1,27180,1.0,14,1,9.0,4,9,4,7,3,3,4.0,3.0,3.0
991,0,44,4,2,2,171590,5.0,22,1,16.0,1,2,2,2,4,4,2.0,4.0,4.0
992,1,19,10,2,2,159720,1.0,16,0,1.0,2,1,1,0,4,1,3.0,2.0,3.0
993,0,44,2,4,2,25640,1.0,12,3,20.0,3,20,13,17,3,4,4.0,2.0,3.0
994,1,36,2,4,4,54820,1.0,10,0,18.0,3,17,15,14,1,3,4.0,3.0,2.0
995,0,29,14,4,1,65820,1.0,19,1,6.0,3,6,1,0,3,4,4.0,4.0,3.0
996,0,28,3,4,2,54330,1.0,13,1,5.0,4,5,0,2,3,3,3.0,2.0,4.0
997,0,35,4,3,2,48830,1.0,18,1,10.0,1,10,0,9,3,4,3.0,1.0,3.0
998,1,44,1,2,2,103330,3.0,13,1,19.0,2,1,0,0,1,2,1.0,1.0,1.0
999,0,45,2,1,1,35400,1.0,13,0,24.0,6,24,9,11,3,4,2.0,1.0,3.0
1000,1,19,18,3,2,160640,1.0,11,1,1.0,3,1,0,0,1,3,3.0,3.0,3.0
1001,0,33,8,3,2,27000,0.0,14,3,5.0,2,4,0,3,3,4,4.0,2.0,3.0
1002,0,40,1,4,2,30680,3.0,19,0,20.0,3,1,0,1,3,3,4.0,4.0,4.0
1003,0,46,3,1,1,67120,6.0,21,1,26.0,3,3,0,1,4,2,2.0,4.0,4.0
1004,0,39,1,3,3,68040,8.0,14,1,13.0,3,5,0,4,3,3,2.0,4.0,3.0
1005,0,29,16,1,2,41630,9.0,15,1,8.0,4,5,1,4,3,3,3.0,1.0,3.0
1006,0,43,6,2,2,65000,8.0,23,0,10.0,3,1,0,0,4,4,4.0,4.0,4.0
1007,0,48,2,3,1,54150,7.0,11,1,27.0,1,15,4,8,3,3,4.0,1.0,3.0
1008,0,20,1,3,1,47770,1.0,18,1,2.0,3,2,0,2,3,4,3.0,3.0,4.0
1009,1,21,24,2,4,53370,1.0,9,1,2.0,2,2,2,2,2,3,1.0,3.0,1.0
1010,0,28,1,3,2,74570,3.0,11,2,10.0,1,8,1,7,3,3,2.0,4.0,4.0
1011,1,50,1,4,2,159920,3.0,6,0,5.0,3,0,0,0,1,2,1.0,4.0,1.0
1012,1,32,11,1,1,27410,1.0,8,1,1.0,5,1,0,1,1,2,1.0,4.0,2.0
1013,1,56,12,4,2,40780,8.0,22,1,14.0,3,10,9,8,3,2,4.0,4.0,3.0
1014,0,25,5,2,4,20450,3.0,19,0,7.0,3,3,1,2,3,4,4.0,4.0,3.0
1015,0,56,2,4,1,20420,7.0,12,0,30.0,6,10,1,1,3,2,2.0,4.0,3.0
1016,0,35,10,3,3,20420,0.0,16,0,6.0,2,5,1,4,3,3,4.0,4.0,4.0
1017,1,21,12,2,1,53730,1.0,7,1,1.0,2,1,0,0,3,2,1.0,4.0,1.0
1018,0,45,1,5,2,20880,4.0,15,3,18.0,2,5,0,2,3,3,2.0,4.0,4.0
1019,0,28,5,3,2,23510,1.0,16,0,6.0,4,6,3,3,3,3,4.0,2.0,2.0
1020,0,43,1,3,1,73790,7.0,14,2,21.0,3,16,6,14,3,4,4.0,3.0,4.0
1021,0,29,6,3,3,25870,0.0,22,2,4.0,3,3,2,2,4,4,4.0,3.0,3.0
1022,0,43,6,2,1,195020,3.0,18,2,23.0,3,21,15,17,3,4,4.0,4.0,4.0
1023,0,38,3,3,2,100480,1.0,23,1,6.0,2,5,1,3,4,3,4.0,4.0,4.0
1024,1,33,1,3,2,51470,7.0,7,0,13.0,2,9,1,7,3,3,1.0,2.0,1.0
1025,1,31,34,4,2,25930,0.0,16,0,4.0,2,3,1,2,3,3,3.0,2.0,2.0
1026,0,31,2,1,1,97130,1.0,17,0,10.0,5,10,8,9,3,3,4.0,2.0,3.0
1027,0,50,20,4,2,32020,2.0,24,1,32.0,2,2,2,2,4,4,4.0,2.0,3.0
1028,0,50,5,3,1,23420,1.0,12,1,32.0,2,32,13,9,3,3,4.0,4.0,4.0
1029,0,34,7,1,2,26570,2.0,13,1,5.0,3,3,0,2,3,2,3.0,2.0,2.0
1030,1,31,11,1,1,189470,2.0,8,2,9.0,2,3,1,2,3,3,2.0,2.0,2.0
1031,1,55,23,3,1,46800,6.0,8,3,24.0,0,19,3,8,2,3,1.0,3.0,1.0
1032,0,42,14,2,1,23980,0.0,16,1,10.0,2,9,7,8,3,4,4.0,4.0,1.0
1033,0,44,16,3,1,45560,2.0,13,0,6.0,4,0,0,0,3,3,3.0,4.0,4.0
1034,1,55,8,3,4,74280,5.0,6,0,24.0,2,5,1,4,3,2,2.0,3.0,1.0
1035,0,58,8,4,1,29360,2.0,13,1,23.0,3,2,2,2,3,3,4.0,4.0,4.0
1036,0,43,8,5,2,26830,4.0,11,0,21.0,3,1,0,0,3,3,4.0,3.0,3.0
1037,0,30,14,3,4,22960,1.0,18,1,10.0,2,10,3,0,3,3,3.0,3.0,1.0
1038,1,50,5,2,4,44240,3.0,6,1,18.0,2,4,1,3,1,2,1.0,1.0,2.0
1039,1,26,25,1,1,135250,8.0,13,1,7.0,4,2,2,2,3,3,2.0,2.0,3.0
1040,1,48,12,2,1,63470,2.0,2,1,19.0,3,9,7,7,2,3,2.0,3.0,1.0
1041,0,29,6,4,1,23770,8.0,21,1,10.0,2,3,0,2,4,3,3.0,4.0,4.0
1042,0,30,7,3,2,39360,0.0,12,1,6.0,3,5,1,2,3,3,4.0,3.0,4.0
1043,0,31,11,2,2,23020,4.0,13,0,13.0,3,11,4,8,3,3,3.0,4.0,2.0
1044,0,43,9,2,3,168350,3.0,17,1,25.0,3,8,0,7,3,4,4.0,4.0,3.0
1045,0,28,5,4,1,52530,1.0,15,0,3.0,2,3,0,2,3,2,4.0,3.0,3.0
1046,1,24,4,3,2,76540,2.0,13,1,4.0,3,0,0,0,2,2,4.0,2.0,2.0
1047,0,31,18,1,1,38670,1.0,19,1,4.0,4,4,2,3,3,2,1.0,4.0,4.0
1048,0,31,1,2,1,195130,1.0,12,1,10.0,1,10,9,6,3,1,4.0,4.0,3.0
1049,1,52,4,2,3,25790,9.0,9,1,10.0,1,8,7,7,3,3,3.0,1.0,2.0
1050,0,54,19,3,1,26000,3.0,14,0,36.0,5,10,4,7,3,3,4.0,1.0,3.0
1051,0,41,18,3,2,26700,2.0,15,2,10.0,2,8,0,7,3,3,2.0,3.0,2.0
1052,0,35,13,2,3,25440,0.0,13,1,17.0,3,16,0,13,3,3,3.0,2.0,3.0
1053,0,30,6,3,1,21430,1.0,17,1,1.0,2,1,0,0,3,4,3.0,4.0,4.0
1054,0,28,17,1,3,79780,1.0,11,2,5.0,2,5,1,4,3,4,4.0,4.0,3.0
1055,0,35,5,4,2,61420,2.0,15,1,10.0,2,2,2,2,3,4,2.0,3.0,3.0
1056,0,45,22,3,2,50670,1.0,11,2,10.0,3,10,3,9,3,3,4.0,4.0,2.0
1057,0,33,6,4,3,24510,1.0,13,1,9.0,3,9,0,8,3,3,3.0,4.0,3.0
1058,0,45,6,1,2,33190,1.0,12,1,9.0,3,9,0,8,3,2,4.0,2.0,3.0
1059,0,40,2,3,1,68330,2.0,13,0,22.0,3,19,11,16,3,4,4.0,4.0,1.0
1060,1,19,12,2,2,41870,0.0,18,1,1.0,4,0,0,0,3,2,4.0,3.0,2.0
1061,0,56,1,2,2,52280,2.0,11,0,18.0,4,5,0,3,3,3,4.0,3.0,3.0
1062,0,43,11,3,1,37480,7.0,14,2,8.0,3,3,1,2,3,3,4.0,4.0,4.0
1063,0,40,6,1,5,35440,3.0,18,3,15.0,3,11,5,10,3,4,4.0,3.0,4.0
1064,0,24,1,3,5,28970,1.0,18,3,5.0,4,5,0,3,2,2,4.0,3.0,4.0
1065,0,24,4,1,1,43350,1.0,15,1,5.0,5,5,0,3,3,4,4.0,4.0,3.0
1066,1,26,26,4,1,20240,1.0,17,0,8.0,2,8,1,7,2,2,2.0,3.0,3.0
1067,0,28,7,3,2,59330,0.0,11,0,5.0,3,4,1,3,3,3,4.0,4.0,4.0
1068,0,27,5,4,2,37550,1.0,19,0,5.0,2,5,0,3,3,4,3.0,2.0,3.0
1069,0,42,14,1,2,199990,2.0,23,1,17.0,6,5,1,3,4,4,4.0,4.0,3.0
1070,0,33,10,4,2,45680,0.0,18,1,6.0,2,5,1,2,3,3,4.0,4.0,2.0
1071,0,47,1,4,2,42490,2.0,13,1,25.0,2,17,12,11,3,3,1.0,4.0,2.0
1072,0,39,2,3,2,109760,1.0,11,0,9.0,3,9,5,8,3,2,4.0,1.0,2.0
1073,0,32,10,5,1,95470,1.0,13,1,10.0,3,10,5,3,3,4,2.0,3.0,4.0
1074,0,23,16,4,1,53990,1.0,23,0,4.0,2,4,0,2,4,2,3.0,3.0,4.0
1075,0,45,2,3,2,83960,3.0,15,2,25.0,3,23,14,4,3,3,4.0,3.0,4.0
1076,0,34,22,3,1,56770,9.0,20,1,6.0,3,3,1,2,4,4,4.0,3.0,2.0
1077,0,24,2,4,1,45080,0.0,11,1,3.0,5,2,2,1,3,4,4.0,1.0,4.0
