,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
1730,1,52,6,14200,1.0,8,33.0,2,32,6,9,1,2,3.0,4.0,4.0,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1.6508707682128936,-0.2750107517743262,-1.0800143878873973,-0.6797773106971454,-1.5289159846456588,2.7941545628955997,-0.6201892226844657,4.080672334975878,1.1834366957553253,1.367248958523767,-3.104327829617394,-1.1930428163631641,0.049909597077369375,0.960985988256784,1.0778887624561249
1731,0,36,2,27200,4.0,14,8.0,3,5,0,4,3,4,3.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.10115885313749257,-0.836361094437959,-0.8037921406340092,0.5234888158566704,-0.08974426804216784,-0.42194393885759984,0.1557070814399298,-0.32789331844000197,-0.6791456840737199,-0.034519746337397406,0.04825380046037423,1.1303481397691186,0.049909597077369375,0.960985988256784,1.0778887624561249
1732,0,35,6,24610,2.0,20,17.0,4,7,0,7,4,3,4.0,4.0,2.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-0.2106607044718917,-0.2750107517743262,-0.8588241114329535,-0.2786886018458735,1.3494274485613231,0.7358515217735521,0.9316033855643254,-0.0013328996684553085,-0.6791456840737199,0.8065414765793013,1.6245446154992582,-0.03134733829702275,0.9932440073543686,0.960985988256784,-1.113343986979815
1733,0,31,11,167560,1.0,11,6.0,5,5,0,3,3,3,3.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-0.6486681098094882,0.4266771765552148,2.17855821509565,-0.6797773106971454,-0.8093301263439133,-0.6792318189978559,1.707499689688721,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-1.1504897316868,-0.017727612261845094
1734,0,47,18,62740,7.0,14,17.0,0,6,1,2,3,4,2.0,1.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.103361511540898,1.4090402762165721,-0.04864301237359257,1.7267549424104864,-0.08974426804216784,0.7358515217735521,-2.171981830933257,-0.16461310905422863,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,1.1303481397691186,-0.8934248131996299,-2.206227591658592,1.0778887624561249
1735,0,36,22,33770,0.0,12,16.0,2,15,10,11,3,3,2.0,2.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-0.10115885313749257,1.970390618880205,-0.6641936664451814,-1.0808660195484174,-0.5694681735766648,0.607207581703424,-0.6201892226844657,1.3049087754177313,2.4251582823080224,1.9279564404682328,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-1.1504897316868,1.0778887624561249
1736,0,50,3,43740,3.0,15,21.0,5,5,4,4,3,4,4.0,3.0,4.0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1.4318670655440953,-0.6960235087720509,-0.4523524506670061,0.12240010700539844,0.15011768472508064,1.250427282054064,1.707499689688721,-0.32789331844000197,0.5625759024789769,-0.034519746337397406,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,1.0778887624561249
1737,0,30,20,53800,7.0,21,4.0,0,2,2,2,4,3,1.0,2.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,-0.7581699611438873,1.6897154475483886,-0.2385989270232303,1.7267549424104864,1.5892894013285717,-0.9365196991381118,-2.171981830933257,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,1.6245446154992582,-0.03134733829702275,-1.836759223476629,-1.1504897316868,1.0778887624561249
1738,0,43,6,36000,1.0,23,7.0,2,7,7,7,4,3,2.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6653541062033014,-0.2750107517743262,-0.6168109271086387,-0.6797773106971454,2.0690133068630687,-0.5505878789277279,-0.6201892226844657,-0.0013328996684553085,1.4938670923934996,0.8065414765793013,1.6245446154992582,-0.03134733829702275,-0.8934248131996299,0.960985988256784,1.0778887624561249
1739,0,36,3,44780,0.0,18,15.0,3,14,7,8,3,3,2.0,1.0,4.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.10115885313749257,-0.6960235087720509,-0.430254670886735,-1.0808660195484174,0.8697035430268261,0.47856364163329607,0.1557070814399298,1.141628566031958,1.4938670923934996,1.086895217551534,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-2.206227591658592,1.0778887624561249
1740,0,38,6,32010,1.0,12,5.0,3,5,0,4,3,2,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.11784484953130571,-0.2750107517743262,-0.7015899091502555,-0.6797773106971454,-0.5694681735766648,-0.8078757590679838,0.1557070814399298,-0.32789331844000197,-0.6791456840737199,-0.034519746337397406,0.04825380046037423,-1.1930428163631641,0.9932440073543686,0.960985988256784,1.0778887624561249
1741,0,35,13,25440,0.0,13,17.0,3,16,0,13,3,4,1.0,4.0,3.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,-0.2106607044718917,0.7073523478870313,-0.8411883833390833,-1.0808660195484174,-0.3296062208094163,0.7358515217735521,0.1557070814399298,1.4681889848035046,-0.6791456840737199,2.4886639224126985,0.04825380046037423,1.1303481397691186,-1.836759223476629,0.960985988256784,-0.017727612261845094
1742,0,32,8,102660,1.0,11,2.0,3,2,2,2,3,3,2.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.5391662584750891,0.005664419557490206,0.7995717653460425,-0.6797773106971454,-0.8093301263439133,-1.1938075792783678,0.1557070814399298,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,-0.017727612261845094
1743,1,39,2,43810,2.0,11,11.0,1,1,0,0,2,3,2.0,3.089749430523918,3.0161804922515953,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0.22734670086570485,-0.836361094437959,-0.45086510010487246,-0.2786886018458735,-0.8093301263439133,-0.036012118647215895,-1.3960855268088614,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,-1.5280370145785098,-0.03134733829702275,-0.8934248131996299,4.688417920436691e-16,0.0
1744,0,42,22,26450,1.0,15,10.0,5,10,2,2,3,3,4.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.5558522548689022,1.970390618880205,-0.8197280395140123,-0.6797773106971454,0.15011768472508064,-0.16465605871734387,1.707499689688721,0.48850772848886465,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
1745,0,56,2,44490,4.0,15,28.0,3,5,4,2,3,4,2.94709236031927,4.0,3.0,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2.08887817355049,-0.836361094437959,-0.4364165517870029,0.5234888158566704,0.15011768472508064,2.15093486254496,0.1557070814399298,-0.32789331844000197,0.5625759024789769,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.0,0.960985988256784,-0.017727612261845094
1746,0,37,10,35640,5.0,11,10.0,1,5,0,0,3,3,4.0,3.0,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.008342998196906572,0.2863395908893066,-0.6244601585710402,0.9245775247079423,-0.8093301263439133,-0.16465605871734387,-1.3960855268088614,-0.32789331844000197,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
1747,0,34,1,26960,3.0,23,6.0,3,0,0,0,4,4,4.0,4.0,2.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.3201625558062908,-0.9766986801038673,-0.8088916282756102,0.12240010700539844,2.0690133068630687,-0.6792318189978559,0.1557070814399298,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,1.6245446154992582,1.1303481397691186,0.9932440073543686,0.960985988256784,-1.113343986979815
1748,1,48,2,45910,9.0,11,23.0,6,1,0,0,3,2,4.0,1.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.2128633628752972,-0.836361094437959,-0.4062445832408636,2.5289323601130302,-0.8093301263439133,1.5077151621943201,2.4833959938131165,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-2.206227591658592,-0.017727612261845094
1749,0,46,7,57310,8.0,17,6.0,2,2,2,2,3,3,4.0,3.0,1.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.9938596602064987,-0.134673166108418,-0.1640189202648155,2.1278436512617582,0.6298415902595776,-0.6792318189978559,-0.6201892226844657,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-2.208960361697785
1750,0,24,6,12320,1.0,12,1.0,4,1,0,0,3,4,4.0,4.0,3.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1.4151810691502822,-0.2750107517743262,-1.119960374413272,-0.6797773106971454,-0.5694681735766648,-1.3224515193484958,0.9316033855643254,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
1751,0,38,23,37220,5.0,14,6.0,0,3,1,2,3,4,4.0,2.0,4.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.11784484953130571,2.1107282045461133,-0.5908885315971669,0.9245775247079423,-0.08974426804216784,-0.6792318189978559,-2.171981830933257,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,-1.1504897316868,1.0778887624561249
1752,0,28,5,52530,1.0,15,3.0,2,3,0,2,3,3,3.0,2.0,3.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9771736638126857,-0.4153483374402344,-0.265583715793369,-0.6797773106971454,0.15011768472508064,-1.0651636392082398,-0.6201892226844657,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-1.1504897316868,-0.017727612261845094
1753,0,31,6,36170,7.0,21,10.0,5,5,0,3,4,4,1.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.6486681098094882,-0.2750107517743262,-0.6131987900291713,1.7267549424104864,1.5892894013285717,-0.16465605871734387,1.707499689688721,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,1.6245446154992582,1.1303481397691186,-1.836759223476629,0.960985988256784,-0.017727612261845094
1754,0,30,1,103060,5.0,13,8.0,5,3,2,2,3,4,4.0,4.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.7581699611438873,-0.9766986801038673,0.8080709114153776,0.9245775247079423,-0.3296062208094163,-0.42194393885759984,1.707499689688721,-0.6544537372115486,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,1.0778887624561249
1755,0,27,2,44470,1.0,13,7.0,4,7,0,7,3,4,4.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.0866755151470848,-0.836361094437959,-0.43684150909046965,-0.6797773106971454,-0.3296062208094163,-0.5505878789277279,0.9316033855643254,-0.0013328996684553085,-0.6791456840737199,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
1756,0,25,5,20450,3.0,19,7.0,3,3,1,2,3,4,4.0,3.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,-1.3056792178158831,-0.4153483374402344,-0.9472152305540377,0.12240010700539844,1.1095654957940746,-0.5505878789277279,0.1557070814399298,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
1757,1,36,1,54860,7.0,8,10.0,2,5,0,3,1,2,2.0,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.10115885313749257,-0.9766986801038673,-0.21607618993949249,1.7267549424104864,-1.5289159846456588,-0.16465605871734387,-0.6201892226844657,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,-3.104327829617394,-1.1930428163631641,-0.8934248131996299,-1.1504897316868,-2.208960361697785
1758,0,35,1,109380,6.0,14,12.0,2,10,0,8,3,4,3.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.2106607044718917,-0.9766986801038673,0.9423574193108708,1.3256662335592142,-0.08974426804216784,0.0926318214229121,-0.6201892226844657,0.48850772848886465,-0.6791456840737199,1.086895217551534,0.04825380046037423,1.1303481397691186,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
1759,0,36,13,67350,8.0,25,16.0,3,13,3,7,4,4,3.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.10115885313749257,0.7073523478870313,0.04930964607549354,2.1278436512617582,2.5487372123975653,0.607207581703424,0.1557070814399298,0.9783483566461847,0.2521455058408027,0.8065414765793013,1.6245446154992582,1.1303481397691186,0.049909597077369375,0.960985988256784,-0.017727612261845094
1760,0,38,10,32100,0.0,17,3.0,5,2,0,2,3,4,3.0,2.0,1.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.11784484953130571,0.2863395908893066,-0.6996776012846552,-1.0808660195484174,0.6298415902595776,-1.0651636392082398,1.707499689688721,-0.8177339465973219,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.049909597077369375,-1.1504897316868,-2.208960361697785
1761,0,48,13,97240,3.0,13,12.0,2,2,2,2,3,4,3.0,2.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.2128633628752972,0.7073523478870313,0.6844083361065529,0.12240010700539844,-0.3296062208094163,0.0926318214229121,-0.6201892226844657,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.049909597077369375,-1.1504897316868,-0.017727612261845094
1762,0,45,13,54840,1.0,20,6.0,6,6,0,4,4,3,4.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0.8843578088720997,0.7073523478870313,-0.21650114724295924,-0.6797773106971454,1.3494274485613231,-0.6792318189978559,2.4833959938131165,-0.16461310905422863,-0.6791456840737199,-0.034519746337397406,1.6245446154992582,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
1763,0,39,3,98520,0.0,13,21.0,5,20,11,10,3,4,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.22734670086570485,-0.6960235087720509,0.7116056035284251,-1.0808660195484174,-0.3296062208094163,1.250427282054064,1.707499689688721,2.1213098223465976,2.7355886789461965,1.647602699496,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,1.0778887624561249
1764,1,41,8,20990,8.0,9,8.0,2,6,0,5,3,2,3.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.4463504035345031,0.005664419557490206,-0.9357413833604353,2.1278436512617582,-1.2890540318784103,-0.42194393885759984,-0.6201892226844657,-0.16461310905422863,-0.6791456840737199,0.2458339946348355,0.04825380046037423,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
1765,0,26,1,143360,1.0,21,8.0,3,8,0,7,4,4,2.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-1.1961773664814839,-0.9766986801038673,1.664359877900881,-0.6797773106971454,1.5892894013285717,-0.42194393885759984,0.1557070814399298,0.16194730971731802,-0.6791456840737199,0.8065414765793013,1.6245446154992582,1.1303481397691186,-0.8934248131996299,0.960985988256784,1.0778887624561249
1766,0,24,1,28970,1.0,18,5.0,4,5,0,3,3,2,4.0,4.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-1.4151810691502822,-0.9766986801038673,-0.7661834192772017,-0.6797773106971454,0.8697035430268261,-0.8078757590679838,0.9316033855643254,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0.04825380046037423,-1.1930428163631641,0.9932440073543686,0.960985988256784,-0.017727612261845094
1767,0,38,1,96190,4.0,13,10.0,2,1,0,0,3,4,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0.11784484953130571,-0.9766986801038673,0.6620980776745485,0.5234888158566704,-0.3296062208094163,-0.16465605871734387,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,1.0778887624561249
1768,0,44,18,195860,4.0,16,17.0,3,3,1,2,3,2,3.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7748559575377005,1.4090402762165721,2.7798727995011023,0.5234888158566704,0.3899796374923291,0.7358515217735521,0.1557070814399298,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,-1.1930428163631641,0.049909597077369375,0.960985988256784,-0.017727612261845094
1769,1,28,12,25610,1.0,19,2.0,3,2,2,2,3,3,1.0,2.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.9771736638126857,0.567014762221123,-0.8375762462596159,-0.6797773106971454,1.1095654957940746,-1.1938075792783678,0.1557070814399298,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-1.1504897316868,-1.113343986979815
1770,0,36,4,85780,7.0,21,11.0,4,9,0,8,4,1,3.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.10115885313749257,-0.5556859231061426,0.44090780122010464,1.7267549424104864,1.5892894013285717,-0.036012118647215895,0.9316033855643254,0.32522751910309133,-0.6791456840737199,1.086895217551534,1.6245446154992582,-2.3547382944293056,0.049909597077369375,-1.1504897316868,-0.017727612261845094
1771,1,40,19,36330,3.0,9,10.0,0,4,0,3,3,2,2.0,3.0,1.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.33684855220010396,1.5493778618824803,-0.6097991316014373,0.12240010700539844,-1.2890540318784103,-0.16465605871734387,-2.171981830933257,-0.4911735278257753,-0.6791456840737199,-0.3148734873096303,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,-0.0947518717150079,-2.208960361697785
1772,0,51,1,20730,3.0,13,23.0,4,13,12,8,3,3,2.0,4.0,4.0,1,1,1,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.5413689168784945,-0.9766986801038673,-0.9412658283055031,0.12240010700539844,-0.3296062208094163,1.5077151621943201,0.9316033855643254,0.9783483566461847,3.0460190755843706,1.086895217551534,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,1.0778887624561249
1773,1,53,22,34230,6.0,9,15.0,4,2,2,2,3,2,3.0,2.0,1.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1.7603726195472926,1.970390618880205,-0.6544196484654462,1.3256662335592142,-1.2890540318784103,0.47856364163329607,0.9316033855643254,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-1.1930428163631641,0.049909597077369375,-1.1504897316868,-2.208960361697785
1774,0,51,11,105270,4.0,14,31.0,3,29,11,10,3,1,1.0,2.0,4.0,1,1,1,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5413689168784945,0.4266771765552148,0.8550286934484536,0.5234888158566704,-0.08974426804216784,2.536866682755344,0.1557070814399298,3.5908317068185576,2.7355886789461965,1.647602699496,0.04825380046037423,-2.3547382944293056,-1.836759223476629,-1.1504897316868,1.0778887624561249
1775,0,49,6,50940,3.0,15,29.0,5,8,0,7,3,4,4.0,3.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.3223652142096962,-0.2750107517743262,-0.29936782141897567,0.12240010700539844,0.15011768472508064,2.279578802615088,1.707499689688721,0.16194730971731802,-0.6791456840737199,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,1.0778887624561249
1776,0,34,2,23230,0.0,17,4.0,2,3,0,2,3,4,4.0,4.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.3201625558062908,-0.836361094437959,-0.8881461653721593,-1.0808660195484174,0.6298415902595776,-0.9365196991381118,-0.6201892226844657,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-1.113343986979815
1777,0,54,7,29830,7.0,14,33.0,2,5,1,4,3,4,4.0,4.0,2.0,1,1,1,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.869874470881692,-0.134673166108418,-0.7479102552281314,1.7267549424104864,-0.08974426804216784,2.7941545628955997,-0.6201892226844657,-0.32789331844000197,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-1.113343986979815
1778,0,40,7,22380,2.6948303347756775,14,10.0,3,1,0,0,2,3,4.0,4.0,3.0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.33684855220010396,-0.134673166108418,-0.9062068507694961,0.0,-0.08974426804216784,-0.16465605871734387,0.1557070814399298,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,-1.5280370145785098,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
1779,0,38,6,25140,3.0,13,15.0,2,1,1,0,3,4,2.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.11784484953130571,-0.2750107517743262,-0.8475627428910846,0.12240010700539844,-0.3296062208094163,0.47856364163329607,-0.6201892226844657,-0.9810141559830953,-0.3687152874355457,-1.1559347102263289,0.04825380046037423,1.1303481397691186,-0.8934248131996299,0.960985988256784,-0.017727612261845094
